,points
BOOK THE CHILDREN OF PRIDE. A TRUE STORY OF GEORGIA AND THE CIVIL WAR,504
THE SILENCE OF HISTORY,504
THE LIFE AND WORK OF FORD MADOX FORD,504
WEST SIDE STORY,504
PALE FIRE,504
"AS I PLEASE, 1943-1945: VOL IV",504
MY NIGHT AT MAUD'S,504
SINCE SILENT SPRING,504
THE STATE OF WELFARE,504
THE UNITED STATES AND THE UNITY OF EUROPE,504
"HAPPENING, THE",504
STEAMBATH,504
"RING DES NIBELUNGEN, DER",504
"PLAY IT AGAIN, SAM",504
"CONSTANT PRINCE, THE",504
"DEADLY AFFAIR, THE",504
FATHER,504
DEATH AT AN EARLY AGE. THE DESTRUCTION OF THE HEARTS AND MINDS OF NEGRO CHILDREN IN THE BOSTON PUBLIC SCHOOLS,504
MURMUR OF THE HEART,504
ADALEN 31,504
GIDEON'S TRUMPET,504
"CRITIQUE OF PURE TOLERANCE, A",504
TOWARD A DEMOCRATIC LEFT. A RADICAL PROGRAM FOR A NEW MAJORITY,503
O'NEILL,503
"RUSSIANS ARE COMING, THE RUSSIANS ARE COMING, THE",503
"BEST MAN, THE",503
TAKE THE MONEY AND RUN,503
EASY RIDER,503
"VENETIAN AFFAIR, THE",503
"TELL ME, TELL ME: GRANITE, STEEL AND OTHER STORIES",503
SPECULATIONS ABOUT JAKOB,503
"IN FRONT OF YOUR NOSE, 1945-1950",503
ANGELA,503
SELF AND OTHERS,503
"MEMORY BANK, THE",503
ACROPOLIS,503
"SUMMER OF DAISY MILLER, THE",503
KEEP IT IN THE FAMILY,502
THE NEW EUROPE: TODAY--AND TOMORROW,502
JOE,502
"THE COLLECTED ESSAYS, JOURNALISM AND LETTERS OF GEORGE ORWELL: VOL I: AN AGE LIKE THIS, 1920-1940: VOL II: MY COUNTRY RIGHT OR LEFT, 1940-1943: VOL III: AS I PLEASE, 1943-1945: VOL IV: IN FRONT OF YOUR NOSE, 1945-1950",502
SANGEN OM SKRAPUKEN,502
THE ESSENCE OF SECURITY. REFLECTIONS IN OFFICE,502
WILLIAM JAMES. A BIOGRAPHY,502
THE EDUCATION OF AMERICAN TEACHERS,502
"MARY, QUEEN OF SCOTS (FILM)",502
"CHINOISE, LA",502
"SILENCE, THE",502
ALL FALL DOWN,502
"BRIDGE AT REMAGEN, THE",502
SHELTER,502
MOON ON A RAINBOW SHAWL,502
"HARANGUES, THE",502
HOGAN'S GOAT,502
HOW TO STEAL A MILLION,502
"Mirror, The",501
"VICTORS, THE",501
"4 HORSEMEN OF THE APOCALYPSE, THE",501
YOU CAN'T TAKE IT WITH YOU,501
MARY STUART (PLAY),501
THE JOINT,501
"HUNT, THE",501
DAMN THE DEFIANT,501
"MISER, THE",501
LUTHER,501
WHERE SCIENCE AND POLITICS MEET,500
FAR FROM THE MADDING CROWD,500
"CHILDREN'S HR, THE",500
BAREFOOT IN THE PARK,500
WOODSTOCK,500
TWO DAUGHTERS,500
MURDER SHE SAID,500
"YESTERDAY, TODAY AND TOMORROW",500
ELVIRA MADIGAN,499
BOOK THE LIMITS TO GROWTH. A REPORT FOR THE CLUB OF ROME'S PROJECT ON THE PREDICAMENT OF MANKIND,499
BONNIE AND CLYDE,499
YOU CAN'T GET THERE FROM HERE,499
"MAJORITY OF ONE, A",499
HENRY VI,499
"BLUE WATER, WHITE DEATH",499
COLETTE,499
OF A FIRE ON THE MOON,499
"Pawnbroker, The",499
LAST REFLECTIONS ON A WAR,499
"GAME IS OVER, THE",499
THROUGH A GLASS DARKLY,499
GOAL!,498
NOTHING BUT THE BEST,498
AMERICAN HISTORY AND THE SOCIAL SCIENCES,498
C PHILLIPS'S FROM THE CRASH TO THE BLITZ: 1929-1939,498
ORLANDO FURIOSO,498
Don Juan,498
AMERICAN NEGRO SHORT STORIES,497
AT EASE: STORIES I TELL TO FRIENDS,497
THE GROUP,497
TOYS IN THE ATTIC,497
PURLIE,497
"BIBLE, THE",497
SPOON RIVER ANTHOLOGY,497
HOTEL,497
PERSONA,497
"INVESTIGATION, THE",496
CATCH-22,496
HUEY LONG,496
"SPLIT, THE",495
"MUSIC MAN, THE",495
"OSCAR, THE",495
SECRET CEREMONY,493
HELEN,493
CULTURE AND COMMITMENT. A STUDY OF THE GENERATION GAP,492
WHERE LOVE HAS GONE,492
PRESENT AT THE CREATION. MY YEARS AT THE STATE DEPARTMENT,492
APOLLO ON THE MOON,490
MY LIFE TO LIVE,489
IN BRIEF AUTHORITY,489
STOWAWAY IN THE SKY,489
"FRENCH GAME, THE",488
THEY CALL ME MR TIBBS!,486
MAFIOSO,485
MASSACHUSETTS TRUST,485
GETTING STRAIGHT,484
"RAISIN IN THE SUN, A",484
COMMITMENT TO WELFARE,484
THAT TOUCH OF MINK,482
TARGETS,482
"HENRY IV, PART 1",481
"HOUSE IS NOT A HOME, A",481
"SERVANT, THE",479
ONLY TWO CAN PLAY,478
TELL ME LIES,477
FOR LOVE OF IVY,470
THE MAKING OF THE PRESIDENT--1964,424
